Session_ID,Student_ID,HRV,Skin_Temperature,Expression_Joy,Expression_Confusion,Steps,Emotion,Engagement_Level,Session_Duration,Learning_Phase,Start_Time,End_Time,Learning_Outcome,HRV_Frequency_Feature,Skin_Temperature_Frequency_Feature,Emotion_Label,Learning_Phase_Label
11,142,-0.14544566762931804,2.7732257831542433,0.6047697994419982,0.3680791203754272,968,Boredom,5,50,Practice,2024-12-09 14:06:00,2024-12-09 14:25:00,Successful,15.703370048741702,17.38743506448606,0,2
12,177,0.47750508888998644,0.4498311823184535,0.8050881345007702,0.3469203544681423,721,Interest,2,24,Practice,2024-12-09 08:58:00,2024-12-09 09:26:00,Unsuccessful,45.97675478683813,50.13210538876988,3,2
13,171,-0.6007107953203908,2.412823052689551,0.5279403482374925,0.35585432874481093,410,Boredom,1,15,Conclusion,2024-12-09 09:54:00,2024-12-09 10:40:00,Unsuccessful,17.967839343773043,33.541209844031656,0,0
14,123,-0.42848785515813254,1.646142858293602,0.14777941189814314,0.6883622608592063,733,Confusion,4,31,Conclusion,2024-12-09 10:53:00,2024-12-09 11:21:00,Successful,39.49137226786247,1.1428743913230945,1,0
15,175,-1.1319580927253843,-1.2935323262322926,0.8949028663935727,0.02809832020430003,514,Happiness,5,57,Practice,2024-12-09 08:37:00,2024-12-09 09:16:00,Successful,9.110411597395323,44.69945351829812,2,2
16,165,-0.04534716577589217,-0.3079445176038989,0.01790731043693128,0.19528073614182784,216,Interest,2,45,Practice,2024-12-09 12:30:00,2024-12-09 13:11:00,Unsuccessful,29.184056488816847,29.97176434941059,3,2
17,124,-1.1578073664639654,-1.0362321229106524,0.36304947755173667,0.5230361788985628,942,Happiness,5,36,Conclusion,2024-12-09 12:22:00,2024-12-09 12:58:00,Successful,56.625388172556136,57.48632851514759,2,0
18,143,-0.9949091591584159,1.0388216206026486,0.7809182551540309,0.4044659134397601,237,Confusion,2,56,Practice,2024-12-09 14:20:00,2024-12-09 14:59:00,Unsuccessful,57.25528265872792,36.002179189385274,1,2
19,195,-1.7194927821933372,-1.5470020625239518,0.9209455261385592,0.13313198461253428,241,Confusion,1,24,Conclusion,2024-12-09 14:39:00,2024-12-09 15:12:00,Unsuccessful,80.7176630199125,3.768219433257509,1,0
20,197,0.40055785035562935,-0.05717714196611999,0.2857443342490742,0.8677116459403794,565,Confusion,2,53,Introduction,2024-12-09 11:49:00,2024-12-09 12:06:00,Unsuccessful,27.255774604929552,23.101708107739725,1,1
21,166,0.7105371500988248,0.36285686346152296,0.31341431932038,0.4780013856754396,667,Confusion,3,55,Practice,2024-12-09 13:48:00,2024-12-09 14:32:00,Unsuccessful,47.40874312843468,19.140325615137296,1,2
22,113,0.4476756844454211,-1.4235140373682282,0.7273144580995021,0.8136853515237468,605,Boredom,4,45,Practice,2024-12-09 09:59:00,2024-12-09 10:46:00,Successful,5.861975539750398,31.340198143405765,0,2
23,109,-0.879280346356645,-1.563670158559045,0.6198649180568907,0.23501238826088688,553,Interest,4,38,Conclusion,2024-12-09 08:17:00,2024-12-09 09:06:00,Successful,12.606400629469938,36.12181007279719,3,0
24,179,-0.37259912743014023,-0.5439785135527427,0.6506997863121227,0.8762765066334678,664,Boredom,4,46,Conclusion,2024-12-09 08:33:00,2024-12-09 09:05:00,Successful,30.966510212679612,33.04018321078225,0,0
25,130,2.1912097669368773,-0.8387925989748114,0.8507785174513615,0.5105583923711847,460,Interest,3,30,Practice,2024-12-09 14:11:00,2024-12-09 14:43:00,Unsuccessful,32.70865315694896,17.327519167621574,3,2
26,139,-0.4797516090724203,0.9068856218756693,0.9507423686366675,0.7559076085516354,145,Confusion,3,32,Practice,2024-12-09 11:38:00,2024-12-09 12:04:00,Unsuccessful,30.850735252100307,23.000172448639503,1,2
27,181,0.4056356240014046,0.4624757362746541,0.6838430547854599,0.6112296781001386,280,Boredom,2,29,Introduction,2024-12-09 10:57:00,2024-12-09 11:15:00,Unsuccessful,51.60395657298918,29.183570831627716,0,1
28,109,0.7891518200801837,0.9167517251627402,0.40602531129664954,0.9506900089655138,447,Confusion,1,29,Introduction,2024-12-09 10:24:00,2024-12-09 11:08:00,Unsuccessful,25.18435170551994,19.090282672796572,1,1
29,144,-3.0539545626107416,1.941972434111655,0.7720839365417402,0.5915748892268945,626,Boredom,2,19,Conclusion,2024-12-09 10:37:00,2024-12-09 11:25:00,Unsuccessful,8.134708561728702,15.451495106752432,0,0
30,163,0.9392024114594365,1.0448878094059817,0.49508660915687885,0.39029386193197513,788,Boredom,1,16,Conclusion,2024-12-09 08:34:00,2024-12-09 08:59:00,Unsuccessful,9.411544601495514,19.834063211238817,0,0
31,112,1.7688058704797225,1.9659777643247722,0.7002707994170903,0.5059288182977499,477,Boredom,2,39,Practice,2024-12-09 14:55:00,2024-12-09 15:44:00,Unsuccessful,47.58996705751901,10.357699894044517,0,2
32,144,0.0686175891453868,-0.4430378362458958,0.33170156373972415,0.7854413290691878,610,Happiness,5,15,Conclusion,2024-12-09 08:26:00,2024-12-09 08:52:00,Unsuccessful,11.048113311310367,57.85532307332348,2,0
33,140,-0.2806707076324843,-0.769973924270097,0.3942311548555266,0.34465762432372504,544,Interest,4,28,Conclusion,2024-12-09 10:02:00,2024-12-09 10:54:00,Unsuccessful,25.953004310676533,15.937478246781394,3,0
34,167,1.299403517105077,0.5702257976502277,0.9851937385633849,0.9275125317916324,951,Interest,1,59,Conclusion,2024-12-09 13:45:00,2024-12-09 14:17:00,Unsuccessful,87.9194981580446,55.03309572592013,3,0
35,104,-0.9906147155291047,0.027392229370125653,0.0161264672546253,0.7879325359347171,132,Confusion,2,21,Introduction,2024-12-09 13:22:00,2024-12-09 13:41:00,Unsuccessful,19.004731529918285,26.819178108106772,1,1
36,160,0.6307303203785171,-0.5694814849980664,0.9441697580258789,0.915223425207844,228,Interest,5,46,Introduction,2024-12-09 11:57:00,2024-12-09 12:31:00,Successful,15.46381690767304,39.42016552175639,3,1
37,188,-0.6504617401664913,-1.242789467141015,0.8780449471233106,0.9659334641880664,763,Confusion,3,51,Practice,2024-12-09 14:32:00,2024-12-09 14:51:00,Unsuccessful,8.894985414253481,19.640357659197157,1,2
38,180,-0.5047397420886379,1.0085001435965162,0.9404861906994613,0.7008600877611154,172,Confusion,4,27,Conclusion,2024-12-09 09:35:00,2024-12-09 10:35:00,Unsuccessful,10.026835319105368,56.63875896452937,1,0
39,113,0.10531096753349871,-1.173560830355741,0.22243497981138027,0.9745200647993139,852,Boredom,2,29,Practice,2024-12-09 12:59:00,2024-12-09 13:31:00,Unsuccessful,11.62365141213976,15.823233881279128,0,2
40,161,-0.2410984299142147,0.06694879803903994,0.21524444248686259,0.4301122493662144,591,Boredom,2,55,Introduction,2024-12-09 08:53:00,2024-12-09 09:41:00,Unsuccessful,29.489218308133303,10.552797187596825,0,1
41,169,-0.9071735937686629,0.08180722773901394,0.01037202498414258,0.41550560823690286,879,Confusion,3,25,Conclusion,2024-12-09 10:48:00,2024-12-09 11:32:00,Unsuccessful,9.782181393093975,10.700810370834642,1,0
42,154,0.6741091185122121,-0.3125537806452768,0.20976168806237128,0.37602044206593455,823,Interest,5,33,Introduction,2024-12-09 13:29:00,2024-12-09 14:20:00,Successful,22.926856406887172,12.992427790459352,3,1
43,142,-1.1367780837454222,0.6897463413337823,0.24545527455323768,0.43914733222706204,400,Confusion,1,59,Practice,2024-12-09 09:41:00,2024-12-09 10:31:00,Unsuccessful,37.56682177069459,16.9432346780167,1,2
44,139,-0.1568629812804128,0.9664330677889071,0.920201482242871,0.6862927127301374,635,Boredom,4,33,Practice,2024-12-09 13:28:00,2024-12-09 13:50:00,Successful,37.011237235620385,12.033393614963456,0,2
45,127,-0.23453530787149365,0.1859764444313125,0.46572056111469307,0.8267731132439358,838,Happiness,5,51,Practice,2024-12-09 14:33:00,2024-12-09 14:53:00,Successful,7.159325685109615,41.00934050169182,2,2
46,166,-0.2207478917460062,0.38492057777082733,0.46767952802316193,0.10096068326223961,492,Confusion,3,19,Conclusion,2024-12-09 13:40:00,2024-12-09 14:27:00,Unsuccessful,61.387015373523795,52.93909019798854,1,0
47,110,0.2610024337009027,1.1590139650298132,0.26607094579776946,0.7350933651493992,378,Confusion,2,30,Conclusion,2024-12-09 11:01:00,2024-12-09 11:58:00,Unsuccessful,31.664327031092505,25.640875593775064,1,0
48,131,-0.004007962742182598,-2.3571736804147383,0.8747484287864985,0.10617784925543072,778,Boredom,3,19,Introduction,2024-12-09 10:17:00,2024-12-09 10:39:00,Unsuccessful,50.899454065107,34.88291210847728,0,1
49,178,0.40159261394718665,1.2926176677786092,0.6748383559747728,0.2556065642475339,253,Confusion,1,48,Introduction,2024-12-09 08:36:00,2024-12-09 09:13:00,Unsuccessful,6.0909979241157295,56.424008390106295,1,1
50,101,1.9951129611620393,-0.6503106769513833,0.11607929199493827,0.5826944601509247,227,Interest,1,24,Conclusion,2024-12-09 08:14:00,2024-12-09 08:43:00,Unsuccessful,31.91496081323778,2.8508159367010157,3,0
51,165,-0.003030196469220653,-3.269995344538506,0.7226712116254826,0.5897881664986613,397,Confusion,4,39,Introduction,2024-12-09 11:30:00,2024-12-09 12:06:00,Successful,38.392414009798344,5.392647118891528,1,1
52,177,0.6675982375131063,0.09276761436333905,0.3972949200831637,0.45483004489916845,998,Boredom,5,46,Conclusion,2024-12-09 09:39:00,2024-12-09 09:57:00,Successful,12.491201022217664,16.748355010050542,0,0
53,102,-0.7879026745885378,0.23434906234390968,0.21321042770412035,0.06178912524967772,813,Confusion,3,29,Introduction,2024-12-09 09:32:00,2024-12-09 10:08:00,Unsuccessful,26.715121598707444,12.711758387429589,1,1
54,131,-0.5035666292311918,0.2207324846447637,0.030319520907842956,0.4122672260504522,196,Confusion,5,42,Introduction,2024-12-09 08:54:00,2024-12-09 09:43:00,Successful,12.758413952655772,13.817382802561223,1,1
55,170,-1.0896185017869886,-0.8066721735547451,0.057335795758718944,0.38378375977724244,459,Interest,3,57,Practice,2024-12-09 13:46:00,2024-12-09 14:15:00,Unsuccessful,36.72178645397849,24.49926789175927,3,2
56,192,0.04114832692404967,0.03202425550244894,0.549034101853296,0.6879404950824463,225,Happiness,5,17,Practice,2024-12-09 13:23:00,2024-12-09 14:08:00,Unsuccessful,58.405746236437444,38.92928796890751,2,2
57,138,-1.4573937553119436,-0.594669506960706,0.03252763573224571,0.7728583353566022,315,Boredom,1,36,Conclusion,2024-12-09 10:24:00,2024-12-09 10:56:00,Unsuccessful,67.75388705824018,7.8852018169592615,0,0
58,122,0.6188957087048083,-0.6732864737093927,0.04578834457257164,0.35964442736209457,417,Happiness,1,52,Introduction,2024-12-09 10:32:00,2024-12-09 11:28:00,Unsuccessful,36.366723549314806,56.75569306785399,2,1
59,190,0.49281382776110083,-0.11391737372358138,0.9617905468480209,0.6346203032923784,149,Boredom,3,25,Practice,2024-12-09 09:31:00,2024-12-09 10:19:00,Unsuccessful,18.195588484485647,57.56640566786879,0,2
60,121,-0.43973524083617216,-0.9526628849230631,0.5130748990169055,0.5298007264641663,542,Interest,2,26,Conclusion,2024-12-09 14:52:00,2024-12-09 15:48:00,Unsuccessful,47.70805498190855,47.39671158100879,3,0
61,198,0.3411969358221587,0.3672597177096238,0.2012556325044904,0.37665881193527884,823,Boredom,5,39,Conclusion,2024-12-09 08:09:00,2024-12-09 08:29:00,Successful,39.03739069881608,32.497661479886155,0,0
62,195,-0.19435331135954992,0.8704362056618485,0.7001234392286642,0.8687960929341899,304,Boredom,4,21,Practice,2024-12-09 14:39:00,2024-12-09 15:07:00,Unsuccessful,22.03657672902696,29.325212725566843,0,2
63,124,-0.5012503420506307,-1.0178438324423467,0.07710840105178685,0.4264752385717395,734,Interest,3,44,Conclusion,2024-12-09 08:43:00,2024-12-09 09:37:00,Unsuccessful,25.62010075439705,33.240774251519326,3,0
64,152,1.269725399767181,1.0391737924464877,0.1547673478686067,0.343924801492031,166,Boredom,5,52,Conclusion,2024-12-09 14:39:00,2024-12-09 15:18:00,Successful,24.39668983314164,28.599014717863433,0,0
65,104,-0.049148690814594595,-2.046959877712329,0.9252271162062851,0.2894990663007858,643,Happiness,4,19,Practice,2024-12-09 10:07:00,2024-12-09 11:06:00,Unsuccessful,54.404475653219826,30.20966140305604,2,2
66,172,-0.2755405691955128,-0.5004438735351032,0.5659367236978298,0.34197294035683545,110,Interest,2,38,Practice,2024-12-09 10:05:00,2024-12-09 10:29:00,Unsuccessful,21.462166139943378,34.49658825128549,3,2
67,174,0.7436562691426889,0.9669245233023508,0.46240176484025197,0.6739024878886213,220,Boredom,3,55,Practice,2024-12-09 14:42:00,2024-12-09 15:16:00,Unsuccessful,28.42946244527813,21.551446480549053,0,2
68,129,1.0555156939133474,-2.4276141167167533,0.6079851794863789,0.2820640594635697,913,Boredom,4,34,Conclusion,2024-12-09 09:57:00,2024-12-09 10:27:00,Successful,4.423819408547723,52.08224827422636,0,0
69,146,-1.4399355831866114,-1.077752615081858,0.4082385709696048,0.8241755933022493,390,Interest,2,51,Conclusion,2024-12-09 12:41:00,2024-12-09 13:31:00,Unsuccessful,12.669177315019853,39.404242872529686,3,0
70,180,-1.8101926780341833,-0.6186284736762612,0.17710524976169983,0.48003236532151017,300,Boredom,5,42,Conclusion,2024-12-09 12:34:00,2024-12-09 12:53:00,Successful,45.47823198059717,12.095324280240398,0,0
71,101,-0.13576796297022573,-0.03006168937416091,0.6173060632793047,0.8727856356947855,822,Happiness,1,24,Introduction,2024-12-09 14:56:00,2024-12-09 15:31:00,Unsuccessful,48.36079335204152,32.51118269622333,2,1
72,139,0.7244117197477368,0.6940496710955858,0.13766257065424603,0.8278505766201752,855,Interest,5,21,Conclusion,2024-12-09 09:44:00,2024-12-09 10:01:00,Unsuccessful,3.9581045952672533,20.32503301986867,3,0
73,193,0.033239968287222095,-0.09645478151198525,0.9448074988853975,0.9544449535438062,264,Confusion,3,51,Practice,2024-12-09 14:21:00,2024-12-09 14:41:00,Unsuccessful,20.805356556541263,40.40215389646451,1,2
74,147,0.43844232241351083,-0.3431676370522355,0.8877818588869856,0.8824493428892046,123,Interest,3,17,Practice,2024-12-09 14:05:00,2024-12-09 14:25:00,Unsuccessful,55.500206341959704,35.11512063159801,3,2
75,103,0.894254109493667,3.7743116704857673,0.440801021571124,0.09714437221204775,766,Boredom,5,17,Practice,2024-12-09 08:04:00,2024-12-09 08:25:00,Unsuccessful,27.323782765210897,41.2041953770757,0,2
76,116,-1.2325640573765069,0.7449079040974538,0.8389958186565606,0.8194656131065954,478,Confusion,2,50,Introduction,2024-12-09 09:13:00,2024-12-09 09:31:00,Unsuccessful,14.550739478573945,36.7700722616133,1,1
77,165,-0.034458778360972414,-0.35663462519285843,0.6381112128508472,0.006305870401993929,935,Happiness,4,34,Conclusion,2024-12-09 12:20:00,2024-12-09 13:20:00,Successful,14.154918446612049,77.26676268897869,2,0
78,157,-0.16749817610665932,0.5552705263907528,0.8379439155958173,0.7986949692427059,988,Interest,3,51,Introduction,2024-12-09 13:27:00,2024-12-09 14:21:00,Unsuccessful,71.62416069192079,30.322473749905036,3,1
79,146,-0.31147481496243556,-0.5001199990001709,0.7725185382577089,0.7626904976782775,371,Happiness,1,17,Conclusion,2024-12-09 10:30:00,2024-12-09 11:07:00,Unsuccessful,41.486382219554976,35.55310651206004,2,0
80,166,-1.2028160759012603,0.846718077866248,0.9292185940272495,0.35510791920057205,370,Boredom,3,29,Conclusion,2024-12-09 10:45:00,2024-12-09 11:15:00,Unsuccessful,61.06154979152136,41.771331632148865,0,0
81,101,0.2705263498750478,-0.424833952392346,0.5932290817032617,0.5463779514451793,217,Interest,4,40,Introduction,2024-12-09 10:27:00,2024-12-09 10:56:00,Successful,45.31405142296958,45.51304131200365,3,1
82,196,-0.28884316752227424,1.6491783004403775,0.8218980847353642,0.5794797196156667,684,Boredom,1,51,Introduction,2024-12-09 09:56:00,2024-12-09 10:37:00,Unsuccessful,41.281133582420686,36.39280252256048,0,1
83,148,1.8580807134317974,-1.107325927916673,0.4614265890038074,0.45706492908927676,667,Happiness,4,48,Introduction,2024-12-09 12:37:00,2024-12-09 13:34:00,Successful,15.394890576277035,33.137311779112984,2,1
84,171,-1.9340040169311716,-0.9784189233675691,0.5759298315241279,0.22488289567923725,294,Confusion,4,24,Practice,2024-12-09 10:02:00,2024-12-09 10:54:00,Unsuccessful,32.78862985701792,34.21269086558276,1,2
85,166,-1.2606542327293921,0.861933269017361,0.4633558817791462,0.9708376012241179,955,Interest,5,42,Practice,2024-12-09 13:42:00,2024-12-09 14:27:00,Successful,26.386630582808476,33.594297868087416,3,2
86,111,-0.4603172958234604,-1.3072322118564217,0.24988019664943928,0.18635458544440775,730,Confusion,2,16,Practice,2024-12-09 08:25:00,2024-12-09 09:11:00,Unsuccessful,15.556611216639004,47.907425535537314,1,2
87,168,-0.4194937497884273,-0.9483213950748466,0.17009102080385918,0.17766562099698435,265,Happiness,3,46,Introduction,2024-12-09 09:55:00,2024-12-09 10:12:00,Unsuccessful,70.63792423917062,32.15727579317502,2,1
88,151,0.6983727772889406,1.735266006882815,0.9702203495004138,0.26283710265465954,894,Interest,3,19,Introduction,2024-12-09 09:57:00,2024-12-09 10:31:00,Unsuccessful,27.578754138032377,15.996589793231902,3,1
89,171,-2.4524755261960816,0.4273949464301461,0.3069210813533708,0.3797001024797857,933,Interest,4,57,Conclusion,2024-12-09 08:23:00,2024-12-09 09:21:00,Successful,32.01146445741507,23.578041682324894,3,0
90,143,0.09537117998817689,1.935116139567532,0.14748846186523523,0.5852365650749349,746,Happiness,3,57,Practice,2024-12-09 08:39:00,2024-12-09 09:26:00,Unsuccessful,48.695769579305896,8.841935553807383,2,2
91,177,0.15147644312056988,1.0619865895597707,0.8706411457339267,0.469987115639533,764,Boredom,2,46,Conclusion,2024-12-09 12:18:00,2024-12-09 12:33:00,Unsuccessful,53.71603050157662,49.11121912220289,0,0
92,175,-0.3662379776243755,-0.767572996857387,0.954079077739329,0.4452941751828454,893,Interest,3,35,Introduction,2024-12-09 08:39:00,2024-12-09 09:13:00,Unsuccessful,65.05558553151107,15.28753956169248,3,1
93,178,0.39705640405832704,-0.6346924416812826,0.933381607127953,0.5075892074786926,274,Interest,4,44,Introduction,2024-12-09 13:14:00,2024-12-09 13:59:00,Successful,37.74770744948021,42.777436679791755,3,1
94,139,1.483514749062412,0.8128074622054374,0.2824737211719911,0.6934666927823979,305,Boredom,3,29,Practice,2024-12-09 12:26:00,2024-12-09 13:15:00,Unsuccessful,17.00672947114907,19.484497725590877,0,2
95,131,-0.7926800448357798,-0.6910348541095087,0.9194442742800029,0.08226051113994826,654,Interest,5,41,Conclusion,2024-12-09 12:51:00,2024-12-09 13:07:00,Successful,17.76149515232017,53.970109125834554,3,0
96,160,0.539666920372343,-0.5155479973477731,0.8139253805395065,0.3376993134235553,538,Confusion,5,55,Practice,2024-12-09 08:19:00,2024-12-09 08:58:00,Successful,24.06938461887608,15.133031067032322,1,2
97,199,0.47307979448724335,0.3112326016100204,0.4415644657490926,0.6090499399000173,813,Interest,3,39,Conclusion,2024-12-09 12:08:00,2024-12-09 12:27:00,Unsuccessful,52.63890279212393,11.378272310911324,3,0
98,154,-0.6787167060057351,0.9265266806298,0.9829210069058729,0.32155830296506216,998,Happiness,5,56,Introduction,2024-12-09 09:59:00,2024-12-09 10:47:00,Successful,38.55570251384392,19.170061620231827,2,1
99,159,-0.9147684065145083,-1.5276926130243864,0.21863089410446968,0.5424383150936911,689,Confusion,1,58,Conclusion,2024-12-09 11:08:00,2024-12-09 11:49:00,Unsuccessful,26.81018874540908,8.897887744939357,1,0
100,102,1.47121552363098,-0.3001934236365136,0.757596270984134,0.5581644196390795,896,Happiness,4,48,Conclusion,2024-12-09 12:43:00,2024-12-09 13:37:00,Successful,46.732252887715525,16.430828211204002,2,0
101,119,0.8300212289767089,-1.8796099064992453,0.11377752516504114,0.014756863154769317,699,Boredom,1,31,Introduction,2024-12-09 12:00:00,2024-12-09 12:32:00,Unsuccessful,41.54377912903343,16.25317095373747,0,1
102,142,0.3192480656431954,-0.3582850590415537,0.687310790321682,0.511443864940988,820,Confusion,1,47,Conclusion,2024-12-09 13:26:00,2024-12-09 13:53:00,Unsuccessful,21.49848244389513,20.287800805130008,1,0
103,120,-0.35948748164466415,-0.5283116450353765,0.4091371021369442,0.558550144396439,861,Interest,2,49,Introduction,2024-12-09 09:13:00,2024-12-09 10:04:00,Unsuccessful,14.619638549997246,23.3359702050082,3,1
104,103,-0.6654981782882727,0.5246095533877214,0.932009916385668,0.4965412895738892,598,Boredom,5,26,Introduction,2024-12-09 09:24:00,2024-12-09 10:16:00,Unsuccessful,62.17751837602049,33.07909771149468,0,1
105,130,-1.6291307042295395,0.3239175577255084,0.19009655929241576,0.13388665433742752,154,Boredom,5,20,Practice,2024-12-09 11:11:00,2024-12-09 11:41:00,Unsuccessful,6.482806732075708,11.396690834179829,0,2
106,169,2.346162809105363,0.37552138914566807,0.9287990683670455,0.4659983992473161,672,Happiness,5,31,Conclusion,2024-12-09 11:08:00,2024-12-09 11:49:00,Successful,28.074527323783474,25.3475736724983,2,0
107,154,0.6902410289563919,0.522674925988172,0.4932681806882441,0.14215258107743978,855,Boredom,5,45,Practice,2024-12-09 11:56:00,2024-12-09 12:31:00,Successful,8.88653039033376,77.45451131938376,0,2
108,181,-1.1776402002357382,-0.2297804494029019,0.5212752899862718,0.48601654862513777,599,Interest,3,53,Introduction,2024-12-09 11:03:00,2024-12-09 11:57:00,Unsuccessful,46.035276395951485,4.0706915809416495,3,1
109,163,-0.10285132581099926,-0.49203340351534797,0.3009796919108537,0.8276603574017013,859,Happiness,1,50,Practice,2024-12-09 14:24:00,2024-12-09 15:00:00,Unsuccessful,6.966397546408771,70.5916559350779,2,2
110,156,0.1711496116840567,0.5233756848774538,0.3717503651351608,0.79131658721501,679,Interest,4,42,Conclusion,2024-12-09 09:37:00,2024-12-09 10:14:00,Successful,11.274209578163989,29.767105431419814,3,0
111,108,1.0180212771673969,1.2792384099324918,0.579687483117282,0.8523999075251951,775,Happiness,3,33,Conclusion,2024-12-09 09:14:00,2024-12-09 09:35:00,Unsuccessful,17.96153857950264,49.88234310144868,2,0
112,182,1.0842676032783263,0.935428989461598,0.764925957445759,0.7904773959307992,398,Confusion,4,43,Conclusion,2024-12-09 14:38:00,2024-12-09 15:06:00,Successful,6.599282938786511,38.719398279924484,1,0
113,147,-1.4586599180183837,-0.9516929842874142,0.12571874940926397,0.6212325017831488,783,Interest,2,22,Conclusion,2024-12-09 11:12:00,2024-12-09 11:50:00,Unsuccessful,44.62305827457767,32.123756763333624,3,0
114,164,0.42932406293721836,-0.4953437840128559,0.7409296061075121,0.8396448704901632,459,Confusion,4,25,Practice,2024-12-09 08:25:00,2024-12-09 08:46:00,Unsuccessful,30.89711536361469,15.049568059371056,1,2
115,175,-0.6584132527768045,0.4593479975664625,0.6508200185163583,0.911880200814851,583,Confusion,4,57,Practice,2024-12-09 14:56:00,2024-12-09 15:23:00,Successful,18.27085299130152,20.74018425848534,1,2
116,136,-0.24757626528139262,-0.6093907422839001,0.5766018831193163,0.9679413300374423,160,Boredom,4,26,Conclusion,2024-12-09 08:00:00,2024-12-09 08:49:00,Unsuccessful,33.00158529244581,43.25148737341454,0,0
117,144,0.5606254264116638,1.6282353405059071,0.05456751700163642,0.07162707799115398,121,Boredom,1,29,Introduction,2024-12-09 13:09:00,2024-12-09 13:24:00,Unsuccessful,26.077939538860992,45.19358258072651,0,1
118,142,-1.9412970062794002,0.03058315586757859,0.6527763859555967,0.9809636430408182,316,Interest,4,15,Conclusion,2024-12-09 09:07:00,2024-12-09 09:23:00,Unsuccessful,26.763242519462615,38.4112851723904,3,0
119,115,-2.6222936495370024,0.8950294564820624,0.9292097094176792,0.5848816394857181,624,Interest,1,52,Conclusion,2024-12-09 13:07:00,2024-12-09 13:33:00,Unsuccessful,15.565212352936326,34.75616818820721,3,0
120,169,-1.2416707902472017,0.8449763058931766,0.19944410408623714,0.03402926694642572,576,Boredom,4,44,Conclusion,2024-12-09 09:14:00,2024-12-09 10:14:00,Successful,12.094000010731676,12.457194609744736,0,0
121,138,-1.31985079556553,-1.0647630506861192,0.663681436526034,0.8174556721747411,823,Confusion,4,26,Practice,2024-12-09 12:10:00,2024-12-09 12:39:00,Unsuccessful,54.77101754758151,22.70071424714408,1,2
122,197,-0.8272789539331885,0.6793103518054728,0.6039792714014199,0.7630858002949118,803,Interest,4,39,Practice,2024-12-09 14:41:00,2024-12-09 15:11:00,Successful,25.220496163813806,34.57510630015476,3,2
123,188,-0.5103672747906786,-0.779406136093893,0.9895414488096533,0.6916142548078812,170,Confusion,3,51,Practice,2024-12-09 14:14:00,2024-12-09 14:32:00,Unsuccessful,23.837751875055435,44.22022220955489,1,2
124,120,-1.3217203029377216,-1.6487563477227927,0.09629780625267348,0.26410235370029844,551,Interest,4,25,Practice,2024-12-09 13:10:00,2024-12-09 13:38:00,Unsuccessful,27.393848735661074,22.874439068402005,3,2
125,152,0.8285867978138207,-1.1239498898459557,0.857262982294139,0.2745036225736569,211,Happiness,2,32,Conclusion,2024-12-09 09:10:00,2024-12-09 09:25:00,Unsuccessful,33.895993603732514,56.7087679253698,2,0
